Id_Cliente,Targa,Nome,Cognome,Age,Marca,NumCilindri,Cv,Prezzo,Data_Immatricolazione,Data_Acquisto,Data_Assicurazione,Codice_Rischio
493,DR211FQ,Alcidio,Barone,25,Audi,four,102,13950,2010/08/13,2014/03/09,2014/12/31,2
494,BE262IY,Selene,Villa,50,Mitsubishi,four,88,6989,2010/06/30,2011/04/19,2012/07/14,1
495,EY171DA,Rufo,Napolitano,32,Toyota,four,62,5348,2006/04/22,2015/06/28,2015/11/08,1
496,AV874LS,Rondino,Piccolo,50,Mazda,four,84,11245,2008/06/19,2011/09/06,2013/11/14,3
497,BI803XN,Europa,Ruggeri,28,Saab,four,110,12170,2008/12/22,2014/04/11,2015/12/25,1
498,EB658ZW,Elvisia,Bianco,70,Saab,four,110,12170,2001/03/26,2008/08/27,2015/11/29,1
499,EA282KY,Anastasio,Brambilla,62,Jaguar,six,176,32250,2012/04/18,2016/03/04,2016/04/11,1
500,EJ854SE,Bonacata,Albanese,42,Nissan,four,69,7999,2011/11/23,2015/06/28,2015/07/28,1
501,EP682MX,Zana,Rizzo,30,Peugot,four,95,13200,2010/11/29,2011/11/21,2013/10/21,2
502,EF087JL,Oneto,Sala,79,Toyota,four,56,7788,2004/08/18,2016/02/28,2016/04/05,2
503,BN338JU,Ortensina,Vitale,71,Mercedes-benz,eight,184,45400,2010/02/12,2013/03/25,2015/07/25,1
504,AC023OE,Mellina,Giorgi,87,Nissan,four,69,7349,2012/08/05,2014/05/19,2015/08/26,2
505,EO501ZK,Erasma,Rossetti,73,Saab,four,160,18150,2013/08/04,2015/08/19,2016/01/29,2
506,DJ611QE,Gaudio,Villani,36,Dodge,four,68,5572,2004/11/13,2007/01/09,2010/05/25,2
507,BD652XV,Mirena,Marini,81,Mitsubishi,four,68,6189,2006/03/10,2015/06/14,2015/10/29,1
508,AP007TX,Lorenzano,Farina,46,Toyota,four,62,8778,2000/12/26,2014/05/14,2015/04/04,2
509,CK426HM,Grimoaldo,Ferretti,71,Bmw,six,121,21105,2005/05/22,2015/04/03,2016/01/03,3
510,AF147GF,Adamo,Leone,26,Subaru,four,82,7126,2006/03/11,2013/03/03,2013/03/15,2
511,CY846PI,Vladimira,Riva,57,Toyota,four,116,17669,2012/03/27,2015/10/27,2016/02/12,2
512,AP508HU,Gelsa,Arena,58,Nissan,four,69,7299,1996/06/01,2014/03/07,2015/06/05,3
513,DI367SL,Vivetta,Fontana,54,Toyota,four,92,9988,2002/01/28,2006/01/07,2013/06/19,1
514,DW128OB,Superanzio,Moretti,51,Mitsubishi,four,68,6189,1994/10/25,2009/10/20,2013/10/01,2
515,DF065FS,Roggiero,Catalano,25,Chevrolet,four,70,6575,1998/05/23,2009/01/29,2015/12/29,3
516,EG783IK,Fiorigi,Volpe,32,Plymouth,four,68,5572,1990/11/07,2008/02/20,2010/08/08,2
517,DY510SG,Oringa,Santoro,53,Saab,four,110,11850,2000/02/20,2015/02/25,2016/02/07,2
518,DT578YD,Pietronilla,Ferrante,34,Dodge,four,68,6692,2004/05/03,2015/06/20,2016/04/01,2
519,BR614NR,Attico,Guerra,36,Volkswagen,four,100,9995,2003/10/09,2015/08/10,2015/10/27,3
520,BZ504XF,Dolindo,Bellini,83,Volvo,four,114,12940,1990/11/01,1999/05/31,2001/06/20,3
521,BC476OQ,Io,Moretti,39,Nissan,four,69,5499,2006/12/10,2015/12/05,2016/04/20,3
522,DM677EL,Oliade,Giorgi,27,Mitsubishi,four,116,9279,1999/12/29,2015/06/20,2015/08/31,2
523,CS254IM,Ramondo,Benedetti,31,Dodge,four,68,7609,1989/03/10,2015/11/30,2016/01/10,1
524,BN086KA,Iello,Pellegrino,83,Mercedes-benz,eight,184,40960,2011/09/18,2015/03/02,2015/09/10,2
525,BO025TR,Viola,De Angelis,33,Toyota,four,62,6488,2006/09/17,2014/05/12,2016/01/18,2
526,CS888BF,Cristofano,Cirillo,21,Mitsubishi,four,116,9279,1992/05/07,2007/02/05,2015/11/28,3
527,CF678UL,Reovaldo,Giorgi,70,Mitsubishi,four,116,9279,1999/01/17,2003/03/28,2011/11/09,2
528,AP243XE,Cassiana,Fusco,84,Toyota,four,62,6918,1999/07/01,2006/10/04,2011/05/10,2
529,DQ434NJ,Pietronilla,Ricciardi,26,Porsche,four,143,22018,1998/06/10,2009/11/07,2012/01/20,3
530,DJ715NO,Ambrogia,Sorrentino,61,Mazda,two,101,13645,2001/10/10,2004/01/14,2013/08/22,1
531,CL226DL,Alferia,Orlando,59,Toyota,four,92,10898,1998/05/19,2015/06/06,2016/03/19,3
532,CW574VB,Ferri,Benedetti,54,Nissan,four,69,6649,2004/11/24,2008/02/11,2011/05/23,3
533,EE454WL,Dardo,Rizzi,70,Audi,five,110,18920,2001/01/31,2007/06/17,2013/04/08,2
534,AV435HF,Alterio,Guerra,49,Peugot,four,97,11900,1995/07/18,1998/09/16,2007/01/09,3
535,EV568ZD,Frenesia,Mazza,36,Dodge,four,145,12964,2010/07/09,2013/03/14,2013/11/23,3
536,BW178JZ,Ligia,Silvestri,27,Toyota,four,62,6488,2013/03/23,2015/12/11,2016/03/20,3
537,EG634ZC,Onio,Bruno,82,Volkswagen,four,52,7995,2004/11/15,2011/09/18,2013/10/02,2
538,EU533ET,Goriziano,Carbone,73,Honda,four,86,9095,2002/07/11,2004/10/20,2012/12/26,2
539,ER211WQ,Esdra,Ferri,82,Peugot,four,95,17950,1999/02/12,2000/01/25,2014/09/28,3
540,BU707XC,Italico,Martini,25,Porsche,six,207,32528,1995/07/04,1995/09/24,2011/12/24,1
541,EP425LR,Orizzonte,Mancini,39,Toyota,four,116,11199,2008/08/07,2009/01/18,2012/03/01,2
542,BG386AH,Teofilo,Giorgi,75,Volkswagen,five,110,13295,1994/06/17,2000/11/12,2011/06/15,1
543,AD132DK,Eraclito,Conte,86,Toyota,six,161,15998,2009/11/16,2011/01/27,2012/06/20,2
544,AU622OD,Nicla,Ceccarelli,34,Mazda,four,84,10245,1999/03/21,2005/05/30,2011/01/13,2
545,DI852KG,Elmo,Pellegrini,76,Mercedes-benz,five,123,31600,2002/09/19,2010/11/23,2011/05/15,2
546,CI114AS,Argantina,Palumbo,73,Volkswagen,four,68,9495,2013/02/11,2014/01/01,2014/06/17,3
547,BB341WF,Federico,Costa,85,Toyota,four,62,5348,2007/12/15,2009/08/13,2010/03/19,1
548,ED307LN,Elvise,Calabrese,65,Toyota,four,70,7738,2007/12/09,2009/11/04,2014/09/19,2
549,AB254OK,Consilia,Messina,41,Mazda,four,84,11245,2009/11/12,2011/07/27,2012/07/20,1
550,AZ402UT,Guarino,Santoro,35,Peugot,four,97,12440,2011/04/25,2011/06/24,2013/08/08,3
551,EI215SZ,Loisia,Morelli,76,Mercedes-benz,five,123,28248,2003/10/25,2013/05/31,2015/03/30,2
552,DV674AJ,Paolina,De Santis,42,Mazda,four,84,11245,1995/10/16,2004/09/07,2013/08/12,1
553,CW464IP,Isea,Rossetti,23,Volvo,six,106,22470,1997/07/16,2010/04/10,2012/01/12,2
554,BK424FL,Telio,Olivieri,62,Peugot,four,97,11900,2006/04/18,2011/12/14,2015/01/12,3
555,DY642QJ,Bernardo,Marchetti,18,Toyota,four,116,11199,1990/10/06,1997/11/30,2000/08/18,1
556,EP245GU,Lisina,Costantini,84,Porsche,eight,288,16500,2002/01/21,2014/02/01,2015/07/15,1
557,EO641PT,Elias,Brambilla,60,Toyota,four,70,8058,2009/11/07,2011/08/05,2014/12/29,3
558,CA241WI,Brandisio,Cattaneo,41,Toyota,six,161,15998,1989/03/27,2013/11/04,2014/04/30,2
559,DZ533PJ,Evaristo,Mancini,81,Peugot,four,97,12440,2004/04/23,2011/09/09,2014/02/13,1
560,AW203BA,Origene,Coppola,89,Peugot,four,97,16630,2004/08/05,2010/11/08,2012/08/27,1
561,BB671UH,Emerigo,Guidi,68,Audi,five,160,16500,1990/11/24,2000/11/22,2015/10/20,2
562,AR685SQ,Amino,Bianco,88,Peugot,four,95,15580,1992/10/06,2014/12/30,2015/06/23,3
563,AL214EX,Righetto,Neri,77,Bmw,six,121,24565,2000/11/18,2001/10/19,2010/06/18,1
564,DY615GE,Emanuele,Fiore,58,Mercedes-benz,five,123,31600,1995/03/16,1998/08/17,2016/04/05,3
565,CK221JH,Fiordoliva,Bernardi,35,Subaru,four,82,8013,1994/09/18,1999/04/12,2012/08/11,3
566,BR163UB,Eliodora,Leone,43,Plymouth,four,102,7957,2009/03/29,2014/03/25,2014/11/10,3
567,BF153IJ,Imperatore,Rizzi,24,Toyota,four,70,8058,1993/12/26,2011/09/07,2013/01/27,2
568,BQ337XD,Mirka,Ruggeri,48,Alfa-romero,six,154,16500,1999/02/09,2015/09/26,2015/11/28,1
569,AV304OX,Esuberanzio,Villani,72,Toyota,six,161,15998,2004/05/30,2012/04/17,2013/08/02,3
570,AH021TP,Corinzio,Villani,27,Toyota,four,62,7898,1991/10/05,1992/08/11,1993/12/18,1
571,EG687NG,Fiordispina,Guidi,51,Mercedes-benz,eight,155,34184,2007/07/30,2010/05/01,2011/04/03,3
572,BX674VI,Iacopa,Pepe,33,Plymouth,four,68,6229,2003/02/22,2011/02/16,2015/12/12,1
573,BS436OY,Quintilla,Albanese,59,Mazda,four,72,18344,1996/09/13,2014/04/30,2014/08/07,1
574,CO386GZ,Corindo,Rinaldi,50,Subaru,four,111,11694,2005/04/19,2006/01/08,2010/03/29,1
575,ES200BM,Leonorio,Ceccarelli,19,Mercedes-benz,eight,184,40960,2005/04/16,2013/01/19,2013/08/22,3
576,BX185DT,Vida,Pace,77,Mazda,four,68,5195,1998/01/04,2008/06/04,2014/02/24,3
577,AS346MP,Terza,Perrone,19,Mitsubishi,four,116,9279,2004/03/12,2004/06/07,2015/05/20,2
578,AV582GN,Noviglio,Messina,66,Volkswagen,four,85,8495,1995/03/16,1999/11/19,2011/10/08,1
579,AR461SX,Ermagora,Parisi,60,Toyota,four,116,9989,2013/02/28,2015/04/17,2016/04/02,3
580,BG380IS,Rolanda,Villani,58,Porsche,eight,288,16500,1997/01/09,2011/05/21,2016/02/27,3
581,DJ633IO,Tecla,Caputo,79,Plymouth,four,145,12764,1999/11/24,2008/04/04,2014/06/04,3
582,BU474SZ,Filocia,Brambilla,87,Toyota,six,156,15750,2003/04/21,2008/07/08,2013/10/29,3
583,DY675ET,Felda,Grimaldi,83,Honda,four,76,7295,2009/03/25,2014/04/10,2015/03/25,2
584,AF814FR,Fiolomena,Ruggiero,85,Honda,four,76,7295,1992/05/01,1995/12/03,2013/01/09,3
585,BB237ZL,Rossello,Zanetti,23,Toyota,four,92,10898,2013/06/09,2016/03/22,2016/04/02,3
586,DU224ZM,Nelso,Giordano,28,Dodge,four,68,7609,2004/08/26,2007/12/16,2012/01/15,3
587,BL266PE,Oviedo,Castelli,33,Mazda,four,84,8845,1996/05/14,2004/12/24,2009/07/30,3
588,BJ832UA,Feriano,Catalano,40,Toyota,four,73,10698,2003/08/10,2008/06/15,2014/12/23,1
589,BL302KI,Nelusko,Fontana,83,Nissan,four,69,7299,2006/10/01,2008/11/14,2010/06/10,1
590,CF170CE,Rufillo,Villani,58,Bmw,six,121,20970,1999/12/22,2007/07/30,2009/11/02,3
591,EK455CL,Marcelliano,Martino,56,Nissan,four,69,7799,2000/09/23,2015/05/15,2016/02/07,3
592,AN144FZ,Consolazione,Ricciardi,50,Porsche,six,207,32528,2010/11/10,2011/06/24,2012/07/21,3
593,DW354PW,Emerio,Marra,49,Mazda,four,64,10795,2006/03/23,2007/07/25,2014/02/19,1
594,DI775IN,Ilvo,Ferraro,25,Peugot,four,97,12440,1994/06/01,1999/08/11,2012/10/02,1
595,BK232KL,Pompilio,Poli,85,Mazda,two,101,10945,1990/01/12,1990/07/11,1999/06/18,3
596,CI425JV,Daria,Lombardo,25,Toyota,four,92,9988,2005/07/31,2010/04/21,2015/02/12,2
597,EM242DN,Fiora,Serra,27,Dodge,four,102,7957,2011/02/09,2012/12/25,2015/05/25,1
598,BG404VU,Onildo,Ferrari,83,Toyota,four,92,9988,1994/08/01,2014/11/03,2015/02/26,3
599,DG874MD,Alderice,Longo,74,Toyota,four,70,8058,2000/12/25,2016/01/26,2016/03/17,3
600,DH673RB,Melania,Volpe,73,Toyota,four,62,7898,1992/10/02,2014/04/01,2014/05/29,1
601,DS161TT,Africo,Costantini,36,Mitsubishi,four,116,9279,1999/06/12,2016/03/17,2016/03/23,1
602,EJ161VL,Pieretta,Mariani,41,Volvo,four,114,13415,2012/12/16,2014/04/18,2014/08/10,2
603,AP387US,Cona,Vitali,43,Toyota,four,70,8238,1998/09/14,2003/02/10,2012/02/18,2
604,DG607IK,Appio,Morelli,51,Mitsubishi,four,116,9959,1992/09/18,2009/03/21,2009/03/21,3
605,BT354VC,Carissima,Cavallo,87,Volkswagen,four,68,13845,1997/04/27,2009/04/03,2013/05/21,1
606,BG248FH,Wilma,Bruni,88,Nissan,four,69,8249,2013/03/28,2013/07/21,2016/01/23,1
607,EE021UU,Oranta,Guidi,79,Toyota,four,62,6918,1997/06/07,2009/05/31,2012/01/30,2
608,EW301BV,Iva,Martini,72,Toyota,six,156,15750,2005/07/05,2005/10/15,2009/04/12,1
609,EX412LG,Casilde,Ferrero,52,Peugot,four,142,18150,2010/01/31,2016/02/08,2016/02/24,3
610,AD812TH,Egida,Ricciardi,57,Nissan,four,97,9549,1990/11/04,2007/09/22,2008/08/24,2
611,ET881AU,Ruggeri,Ferrara,88,Nissan,four,69,5499,2010/11/13,2013/04/26,2015/06/06,3
612,BP843SL,Fidalba,Meloni,79,Honda,four,76,6855,2008/02/21,2016/03/07,2016/03/20,1
613,AN858CQ,Risvelio,Perrone,85,Honda,four,60,5399,2009/07/11,2012/01/04,2013/08/26,1
614,DY168OU,Palmierino,Ricciardi,35,Volvo,four,114,12940,2003/06/30,2014/06/22,2014/10/19,1
615,DY283VR,Adelma,Bruno,25,Mazda,four,84,11245,2002/09/06,2007/02/24,2009/05/05,3
616,AV007RZ,SalomË,Pagano,72,Toyota,four,70,8058,2010/10/29,2013/10/03,2014/10/26,1
617,AW578TF,Artura,Poli,58,Subaru,four,111,11259,2001/05/30,2007/07/04,2010/06/14,2
618,DB566WQ,Nunziante,Santini,46,Mitsubishi,four,116,9279,2010/09/17,2012/01/13,2014/10/09,1
619,CX716ZN,Armindo,Serra,70,Toyota,four,70,8238,1999/08/21,2015/11/30,2015/12/07,2
620,EV643KD,Re,Romano,42,Toyota,four,92,9988,2005/09/04,2012/01/18,2014/10/30,3
621,BU877VF,Salvadore,Garofalo,69,Mazda,four,68,7395,2008/09/17,2015/08/18,2015/11/27,1
622,AM734BF,Giammarco,Barbieri,66,Peugot,four,95,16900,1999/07/24,2014/12/09,2014/12/09,2
623,BG442ZO,Miraldo,Sala,71,Volvo,four,114,16845,2003/06/13,2005/05/27,2009/12/22,3
624,DC381GZ,Natascia,Marino,51,Volvo,four,160,19045,1998/09/21,2003/08/24,2007/03/23,2
625,DX468LL,Rosso,Castelli,22,Subaru,four,73,7603,1999/11/01,2015/05/15,2015/12/27,3
626,CJ563QA,Oberdano,Ferretti,81,Peugot,four,142,18150,2008/04/21,2012/09/10,2014/05/14,1
627,EX336DX,Orio,Pellegrino,61,Mazda,four,68,6095,1989/07/10,1999/11/14,2007/08/09,1
628,BB031FZ,Oneda,Ruggiero,31,Nissan,six,152,14399,2005/02/23,2015/03/31,2015/12/08,3
629,DU117KT,Albionte,Santini,79,Peugot,four,97,16630,2000/07/26,2016/03/30,2016/04/15,1
630,AU888ZF,Tullio,Ricciardi,38,Mazda,four,84,11245,2012/08/26,2014/05/07,2014/06/06,3
631,BI543QB,Averino,Marino,44,Mercedes-benz,five,123,31600,2000/02/08,2010/01/05,2013/06/29,2
632,EB528FD,Corino,Testa,49,Mitsubishi,four,116,9279,2008/08/27,2013/11/11,2015/03/21,3
633,CH021MB,Algemiro,Valente,60,Mazda,four,64,10795,1994/08/12,2001/02/23,2008/04/24,3
634,DK081KH,Orsella,Marchetti,44,Honda,four,86,7895,2012/04/25,2013/01/05,2013/06/06,3
635,CH735MI,Raniere,Rizzi,89,Volvo,four,160,19045,1990/10/31,2016/03/12,2016/04/15,3
636,BO177DF,Orneo,Donati,47,Subaru,four,82,7126,1998/03/06,2012/08/07,2013/01/18,3
637,CW125NJ,Zelmo,Grimaldi,34,Dodge,four,102,7957,1999/12/09,2008/02/28,2015/04/13,3
638,DJ370KI,Ferrido,Conte,46,Saab,four,110,11850,2005/03/12,2005/09/29,2006/07/27,1
639,BG310IW,Venere,Basile,47,Subaru,four,73,7603,2000/07/31,2007/07/22,2015/01/23,1
640,DD852HV,Parigi,Bruno,63,Isuzu,four,90,11048,2004/03/19,2009/07/04,2010/10/10,2
641,BS188HH,Mema,Ferro,50,Volvo,six,134,21485,2002/07/11,2005/12/31,2009/04/09,3
642,CN110VH,Bonifacio,Greco,56,Subaru,four,111,11259,2004/07/15,2016/01/26,2016/02/12,2
643,AJ362XK,Milziade,Barone,57,Isuzu,four,70,16500,2006/03/17,2007/11/24,2009/10/17,3
644,EA728SC,Pietrangelo,Conte,51,Mitsubishi,four,145,14489,1999/09/22,2013/09/24,2015/04/12,1
645,DU451HV,Fillide,Santoro,77,Plymouth,four,68,6229,2009/11/23,2014/12/13,2015/03/02,2
646,BJ518QW,Sirino,Vitale,28,Saab,four,160,18150,2002/01/13,2002/04/10,2006/08/17,3
647,EF831PA,Willelma,Sala,27,Bmw,six,182,30760,1990/04/13,2001/07/23,2003/03/31,3
648,CM041NX,Steno,Leone,21,Volkswagen,four,85,8195,2008/11/15,2014/03/26,2015/03/26,3
649,CZ805NV,Fiormaria,Santini,20,Mitsubishi,four,68,6669,1998/03/24,2003/01/10,2016/01/23,1
650,AA515PT,Radamisto,Brambilla,44,Bmw,six,182,41315,2001/01/25,2014/08/02,2014/11/29,3
651,EE720XA,Asdrubale,Calabrese,32,Subaru,four,82,9233,2002/04/03,2004/01/13,2006/08/29,1
652,DJ114AJ,Corilla,Volpe,31,Plymouth,four,145,12764,2005/09/17,2010/09/14,2013/08/23,3
653,EF376AO,Clizio,Ferraro,29,Volvo,six,106,22470,1996/05/11,2002/04/16,2015/04/03,2
654,EN605LA,Otellina,Battaglia,42,Bmw,six,121,21105,1997/06/21,1998/01/26,2011/09/22,3
655,EC487SY,Anatolia,Di Stefano,50,Toyota,four,116,17669,2004/09/12,2008/05/27,2010/12/13,3
656,AP510II,Bonacattu,Perrone,19,Mitsubishi,four,88,8189,2002/03/08,2003/08/11,2010/07/27,2
657,DX422DQ,Floridea,Ferrara,57,Volvo,four,114,13415,2009/11/29,2014/02/26,2016/04/08,3
658,DX227VK,Eusebia,Catalano,67,Porsche,eight,288,16500,1993/10/21,2006/12/11,2016/03/12,1
659,EM404QZ,Liliano,Martino,31,Mercedes-benz,five,123,28248,1991/01/16,1991/09/26,1996/12/22,1
660,DM741GR,Idalia,Meloni,86,Volkswagen,four,52,7775,1995/02/14,2003/02/06,2015/03/30,1
661,AN560HB,Legittimo,Riva,86,Saab,four,110,11850,2005/09/20,2005/11/15,2009/12/31,2
662,CT455QL,Lilla,Mele,25,Toyota,four,62,8778,1991/03/10,2012/08/10,2013/12/29,2
663,CL014GD,Eralio,Martinelli,81,Peugot,four,95,17950,2005/07/23,2007/04/28,2016/01/03,3
664,CB177HU,Felizia,Gatti,53,Toyota,four,62,7898,2007/10/25,2009/11/25,2010/01/28,2
665,CL742MH,Donatino,Moretti,21,Peugot,four,95,17075,2010/10/07,2011/04/04,2014/12/30,3
666,CE065KE,Idelfonso,Neri,57,Subaru,four,94,9960,1997/02/02,2015/12/12,2016/01/12,2
667,CA532IK,Ledo,Sartori,38,Toyota,four,62,6488,1991/06/19,2012/03/27,2015/06/13,1
668,CP156MT,Massimiano,Moro,47,Nissan,six,200,19699,2010/09/02,2014/09/15,2016/04/09,3
669,AQ346LJ,Filidea,Basile,58,Porsche,six,207,37028,1996/12/29,1999/03/09,2002/04/21,3
670,EF002AB,Tea,Guidi,75,Plymouth,four,68,7609,2002/04/29,2010/11/06,2012/03/11,1
671,BG888HX,Armena,Franco,87,Saab,four,110,11850,2002/08/22,2006/05/08,2006/09/26,1
672,BD133DJ,Sansone,Silvestri,26,Honda,four,76,7295,1997/12/01,1998/10/16,2002/06/03,1
673,CD676SD,Adige,Sanna,87,Saab,four,110,15040,2002/12/13,2010/02/02,2015/03/24,3
674,CQ538HV,Regina,Marini,82,Mitsubishi,four,68,6189,2006/07/19,2015/06/15,2015/12/31,3
675,CJ881UR,Obizza,Garofalo,24,Volvo,four,114,16515,2009/12/20,2012/01/18,2012/07/08,2
676,CB486DN,Luisina,Vitale,77,Toyota,four,70,9258,1998/01/06,2002/09/08,2004/09/18,3
677,AP108AF,Ridio,Fumagalli,55,Volkswagen,four,68,13845,1994/03/13,2005/06/30,2012/10/17,1
678,DN336XV,Armelinda,Rinaldi,20,Audi,five,110,15250,2003/08/07,2005/10/26,2010/08/17,1
679,BQ734BK,Mariagrazia,Guidi,21,Porsche,six,207,32528,2004/01/20,2013/10/05,2015/03/22,1
680,CE846LL,Vicenzino,Lombardi,20,Audi,five,110,17710,1996/08/21,2004/02/10,2012/01/12,1
681,AG834SO,Petrina,Rossetti,47,Isuzu,four,70,16500,1989/05/11,2015/05/23,2016/01/11,2
682,AO601PV,Nettuno,Barone,68,Plymouth,four,68,6229,1996/06/05,2008/08/05,2009/03/04,2
683,DW046TK,Gianfelice,Palmieri,25,Volkswagen,four,85,8495,1996/10/10,1999/10/17,2012/07/15,2
684,DI320XZ,Lio,Gentile,36,Bmw,six,121,24565,2010/12/27,2013/10/16,2015/08/12,3
685,AD550OF,Dionigia,Caruso,68,Dodge,four,88,8921,2009/01/13,2013/04/22,2014/08/19,3
686,CP470HG,Quarto,Colombo,52,Nissan,four,69,7999,2010/03/25,2010/09/17,2011/06/29,2
687,DW068TO,Osvaldo,Romano,34,Mercedes-benz,eight,184,45400,1989/04/11,2001/01/03,2012/07/14,2
688,BD153EU,Battistino,Milani,81,Toyota,four,70,9258,1998/08/31,2001/01/05,2004/11/10,2
689,AU685TJ,Eudocia,Marchi,40,Mercedes-benz,five,123,25552,2002/02/28,2004/11/22,2005/11/02,2
690,AQ532VV,Ica,Ferro,63,Nissan,six,160,18399,1999/06/19,2008/05/28,2015/08/07,3
691,CQ167PE,Gelinda,Napolitano,82,Toyota,four,70,7198,2000/11/06,2009/12/13,2014/08/21,2
692,DB287HF,Clemen,Moretti,35,Nissan,six,152,14399,2008/07/15,2010/03/03,2011/03/18,3
693,DK854CW,Terziano,Grasso,60,Volvo,six,106,22470,2013/07/11,2015/10/16,2015/10/28,2
694,CN618OW,Quendalina,Basile,37,Toyota,four,92,8948,2010/08/30,2015/04/17,2015/12/12,2
695,DN142CR,Emmanuela,Giorgi,62,Jaguar,six,176,35550,2013/05/13,2015/04/27,2015/09/11,1
696,ER111LX,Merico,Valentini,71,Chevrolet,four,70,6295,1993/10/02,1997/09/12,2012/07/14,1
697,EL353XM,Martiniano,Galli,25,Isuzu,four,70,16500,2007/09/22,2013/08/31,2014/10/12,2
698,BW473MK,Porfidio,Marchetti,53,Mazda,four,72,18344,2006/11/29,2008/01/09,2012/03/28,2
699,EV008EK,Sostene,Bianchi,34,Mazda,four,68,6695,2004/03/21,2010/05/18,2012/01/06,2
700,EC881IO,Sterpeta,De Angelis,55,Mazda,four,84,11245,2006/05/20,2007/10/15,2013/12/10,2
701,AS040NA,Raffaelina,Conte,22,Subaru,four,82,7463,1990/05/24,1993/02/11,2010/11/01,1
702,DT763AX,Rosario,Rizzo,38,Plymouth,four,68,5572,2012/05/31,2015/09/16,2016/03/27,2
703,BV715AZ,Udilia,Fiore,69,Plymouth,four,145,12764,2003/08/27,2009/09/01,2009/12/02,2
704,AW776HH,Fiorentino,Fumagalli,32,Mazda,four,120,18280,2006/04/03,2010/03/27,2013/10/22,2
705,CX204UV,Diambra,Giuliani,51,Nissan,four,97,9549,2006/03/02,2013/11/01,2016/04/11,2
706,BL374BB,Fidalmo,Lorusso,85,Nissan,four,69,8249,1997/07/04,2008/03/01,2011/06/10,2
707,BO088LD,Barbarino,Giuliani,72,Nissan,four,97,9549,2006/08/02,2015/10/27,2016/01/22,2
708,CP537XK,Elliana,Caruso,24,Volkswagen,four,68,9495,1997/04/30,2007/12/19,2010/04/13,1
709,DY404ZW,Abbondina,Battaglia,37,Toyota,four,92,10898,2000/02/16,2012/03/09,2012/07/13,3
710,BI677RE,Valteria,De Simone,82,Peugot,four,95,17075,1998/05/29,1998/10/10,2001/05/24,1
711,CE747PN,Trusiana,Ferrante,89,Volvo,four,162,18950,1993/07/11,2006/06/06,2013/08/16,1
712,EI028ZW,Armina,Mariani,71,Mercury,four,175,16503,1990/01/17,2004/02/13,2014/06/13,2
713,EV511SO,Aldegardo,Sorrentino,34,Dodge,four,68,6692,1993/07/10,2012/10/21,2014/08/27,1
714,EY801QH,Progresso,Albanese,53,Peugot,four,95,15580,2004/04/27,2015/04/28,2016/03/27,1
715,CE711ZF,Renetto,Fontana,20,Peugot,four,142,18150,1989/05/14,2006/06/07,2009/07/16,2
716,DF605NH,Meo,Marchetti,38,Toyota,four,116,11199,1989/02/15,2013/05/23,2014/07/31,3
717,EE410GF,Olghetta,Ricciardi,54,Mercedes-benz,eight,184,45400,2012/10/25,2013/05/02,2014/05/02,3
718,CE401WK,Germano,Calabrese,85,Saab,four,110,11850,1996/08/29,2004/12/05,2008/02/18,1
719,DK834AO,Edra,Cirillo,65,Nissan,six,152,14399,2011/12/24,2016/03/07,2016/03/14,3
720,AZ125QA,Massimina,Valentini,69,Volkswagen,four,85,8495,2009/12/15,2010/09/10,2014/12/19,3
721,CC235NC,Zefirino,Milani,49,Porsche,four,143,22018,2001/03/01,2008/04/09,2009/02/27,3
722,EX028PH,Stefanio,Messina,40,Jaguar,six,176,35550,2001/11/30,2003/09/01,2004/07/24,1
723,CV752AX,Valdimiro,Grassi,48,Mitsubishi,four,88,8499,2007/01/25,2011/05/29,2016/02/13,2
724,DR605CK,Ninetto,Fabbri,34,Dodge,four,68,6229,2012/05/06,2012/05/22,2015/06/24,3
725,CC770DZ,Elbano,Moro,47,Subaru,four,69,5118,2013/02/04,2015/11/25,2016/01/02,1
726,EP186SU,Veneziano,Bruni,26,Nissan,four,69,7349,1994/06/03,1998/12/03,1999/11/21,3
727,AQ566LJ,Zarino,Cattaneo,55,Mercedes-benz,five,123,31600,1998/04/27,1998/11/14,2002/12/11,1
728,CX885AS,Stana,Lombardi,45,Toyota,four,56,7898,1989/02/19,2010/02/25,2012/04/07,2
729,BR727QQ,Aquilina,Romano,58,Plymouth,four,68,7609,1992/12/20,1993/09/05,1996/10/20,1
730,DB208DQ,Elbano,Fusco,42,Honda,four,60,5399,2006/03/18,2006/07/28,2014/12/25,1
731,CC456SQ,Maso,Romeo,24,Mercedes-benz,eight,184,45400,1996/01/25,1998/09/16,1999/12/01,1
732,CD044XE,Oster,Barbieri,48,Volkswagen,four,100,9995,1999/12/30,2011/06/18,2011/12/20,2
733,DT161GA,Liviana,Proietti,30,Bmw,six,182,36880,2000/04/02,2012/01/27,2013/10/22,3
734,CD143KI,Adalia,Mancini,75,Mazda,two,101,11845,1992/04/27,2004/02/01,2004/03/18,2
735,CZ611MM,Edesio,Rossetti,48,Dodge,four,68,7609,1999/01/19,2000/08/03,2011/10/17,3
736,BK216FO,Restituta,Amato,32,Dodge,four,68,6377,1999/06/13,2005/04/27,2008/06/05,2
737,CH320HN,Eudilia,Costantini,80,Honda,four,101,12945,1994/10/25,2014/11/30,2015/09/05,3
738,DW808VG,Amodeo,Valentini,82,Dodge,four,68,6377,2000/11/17,2011/07/12,2014/05/20,1
