Targa,Nome,Cognome,Age,Marca,NumCilindri,Cv,Prezzo,Data_Immatricolazione,Data_Acquisto,Data_Assicurazione
CY688BZ,"Desideria","Martini",58,Toyota,four,73,"10698",2010/12/20,2013/08/08,2014/06/22
AY854DU,"Settimina","Ruggeri",75,Honda,four,60,"5399",2000/10/05,2005/04/18,2013/05/06
DG133JU,"Piersilvio","Conti",72,Nissan,four,69,"7499",2004/06/15,2008/02/17,2014/09/18
BN612HU,"Zenobia","Bellini",26,Volvo,four,114,"16515",1991/11/03,2008/12/03,2014/05/22
BH035ZD,"Filidea","Ruggeri",70,Toyota,four,62,"5348",1995/07/19,2014/03/04,2014/09/10
EY028TT,"Laudice","Ferretti",50,Nissan,six,160,"17199",2005/01/30,2015/11/11,2016/01/02
DG241LI,"Mari˘","Palumbo",31,Audi,five,110,"17710",1997/07/21,2008/09/05,2016/01/17
CS577NV,"Giancarlo","Ferri",59,Toyota,four,56,"7788",2001/12/06,2013/08/31,2015/06/26
EL506VH,"Isola","Palmieri",18,Plymouth,four,145,"12764",1995/01/22,1997/07/15,1998/09/02
CC728DF,"Terzilio","Ferri",81,Peugot,four,95,"15580",1997/08/18,2005/03/13,2010/05/06
CA816TX,"Sigilfredo","Rizzo",73,Volvo,four,114,"22625",1994/05/17,2003/07/08,2011/10/30
EJ735XO,"Rodi","Marchetti",40,Saab,four,160,"18150",1990/10/09,2002/04/06,2013/01/26
AE854WT,"Vanda","Meloni",19,Audi,five,115,"17450",2012/07/21,2013/09/29,2015/01/21
EO504HM,"Anta","Cavallo",81,Mazda,two,101,"13645",2007/04/06,2008/01/12,2010/08/16
EQ600LP,"Livo","Guerra",83,Mazda,four,64,"10795",1991/11/21,1995/10/31,2015/01/09
CQ668AD,"Nandino","Pozzi",51,Porsche,six,207,"32528",1989/11/10,2007/06/13,2013/02/03
CI722WP,"Europa","Palumbo",57,Nissan,four,69,"5499",1993/02/27,2000/03/13,2010/07/30
BU655HJ,"Pippo","Mele",80,Mitsubishi,four,145,"14869",2006/12/06,2013/01/30,2013/02/08
CO202VW,"Gottardino","Pozzi",23,Peugot,four,95,"17075",1992/10/01,1993/05/09,2005/12/28
AR523CB,"Armistizio","Bruno",42,Mercedes-benz,eight,155,"35056",1993/02/03,2002/02/28,2005/01/16
CP004XH,"Biondino","Marini",75,Peugot,four,95,"17075",2012/03/14,2014/10/21,2015/11/07
AY060NK,"Novaro","Monti",61,Dodge,four,68,"6692",2002/05/04,2016/01/08,2016/02/21
CT373HW,"Vitalina","Moro",81,Toyota,four,116,"9639",2011/12/27,2014/04/07,2015/11/14
BX610RD,"Pergentino","Cavallo",81,Volvo,four,114,"12940",1995/02/04,2011/06/05,2013/12/07
BB475QP,"Vania","Mancini",87,Volvo,four,114,"15985",2002/09/19,2010/03/08,2010/09/06
CH414TK,"Armilla","Ferrero",84,Toyota,four,73,"10698",1999/10/14,2006/02/18,2009/05/14
AQ854VU,"Alberigo","Bruno",72,Toyota,four,62,"7898",2004/11/20,2007/07/05,2016/03/17
BI503GC,"Fresa","Pace",80,Toyota,four,92,"11248",1995/11/26,2014/02/07,2015/07/28
DN747ZE,"Memma","Zanetti",78,Toyota,four,116,"17669",1997/01/03,2006/01/30,2010/03/07
CY377HF,"Vitulia","Messina",60,Toyota,four,116,"11199",1998/10/04,2006/12/26,2012/08/09
EW104LZ,"Gianpaolo","Costantini",34,Mazda,four,68,"6695",2013/06/02,2015/12/03,2015/12/08
DF245JH,"Dusola","Ferrara",89,Nissan,four,69,"8249",2013/02/05,2013/05/02,2014/03/27
EG674WD,"Iana","Esposito",89,Audi,five,160,"16500",1990/04/20,2004/07/04,2012/07/20
BG228WX,"Balduina","Barone",45,Toyota,four,56,"7788",1997/01/17,1999/12/22,2000/04/17
AP083KM,"Elvisa","Russo",62,Jaguar,six,176,"32250",1998/09/27,2013/11/30,2014/11/04
BK575KK,"Gioventino","Ferro",43,Alfa-romero,six,154,"16500",2009/12/02,2011/02/18,2011/11/26
AK617UC,"Ricci","Amato",55,Toyota,four,56,"7788",1999/02/09,2015/01/24,2015/06/21
EY545DV,"Andro","Barone",37,Plymouth,four,102,"7957",2009/03/25,2010/03/21,2011/04/20
BJ664ZO,"Fenza","Ricci",60,Toyota,four,62,"5348",2012/10/26,2016/01/17,2016/01/19
AS082HC,"Parida","Ruggiero",36,Plymouth,four,68,"7609",2004/02/03,2011/08/05,2013/10/02
EZ455UW,"Fabiola","Mariani",28,Mazda,four,68,"6095",2003/06/22,2010/06/06,2011/01/19
CO203FI,"Laurindo","Rinaldi",23,Dodge,four,68,"6692",2009/05/19,2012/06/07,2015/02/16
AI731UL,"Calvo","Guerra",73,Honda,four,86,"7895",1993/08/26,1996/10/21,2001/09/22
DG644FP,"Ovidio","Bellini",37,Plymouth,four,68,"7609",2005/10/26,2015/03/10,2016/02/11
BI164QO,"Elisetta","Costa",61,Volvo,four,162,"18950",2007/04/12,2014/12/05,2015/09/06
AD481DP,"Olivieri","Fontana",84,Toyota,four,112,"9298",2012/05/20,2012/06/20,2015/08/17
DZ008ML,"Manlio","Sanna",50,Dodge,four,68,"6377",2009/02/12,2015/05/04,2016/02/17
AQ220XY,"Genuaria","Pozzi",53,Honda,four,58,"6479",2002/12/24,2003/11/01,2010/02/19
CX862QD,"Chicco","Romeo",51,Mazda,two,101,"11845",2001/12/21,2012/02/03,2015/02/18
AK014CM,"Piramo","Mariani",83,Honda,four,86,"10295",2006/03/09,2013/01/09,2015/11/30
DT200BO,"Venturo","Pace",75,Mercedes-benz,eight,184,"40960",1997/02/04,2016/03/04,2016/03/13
CZ141VR,"Appiano","Ferraro",72,Peugot,four,142,"18150",1995/05/14,2004/08/09,2006/11/14
CZ672QD,"Attala","Villani",34,Volkswagen,four,85,"7975",2004/02/29,2009/10/29,2012/07/28
AX441DL,"Gaudenzina","Coppola",76,Plymouth,four,88,"8921",1989/09/18,1989/11/11,2009/11/25
AJ855MW,"Mietta","Palumbo",86,Toyota,four,92,"9988",2005/03/06,2011/12/30,2015/01/09
EL552IQ,"Meschino","Gentile",80,Honda,four,76,"7295",2008/09/22,2010/08/19,2012/02/20
CZ745YD,"Idanna","Serra",67,Dodge,four,68,"6377",2003/01/17,2016/01/21,2016/02/27
DT835FO,"Severiana","Galli",83,Nissan,four,69,"7799",2012/09/04,2014/12/09,2015/06/14
CL381RO,"Palladino","Perrone",87,Mercury,four,175,"16503",2000/06/14,2008/03/26,2011/04/02
AY527DB,"Oria","Piazza",28,Mitsubishi,four,145,"14869",2000/03/06,2013/03/08,2016/02/13
CO160AN,"Nazareno","Martino",84,Toyota,four,56,"7898",2007/12/25,2009/07/07,2010/02/15
CT017XO,"Ginesio","Sala",63,Toyota,four,112,"9298",2006/02/09,2007/09/21,2011/09/03
BW855MO,"Rezieri","Donati",21,Bmw,six,121,"24565",2002/08/04,2006/09/08,2011/06/17
EE776QM,"Florestano","Cattaneo",42,Nissan,four,69,"7349",2013/01/19,2013/10/22,2014/08/15
ED548IX,"Lavinio","Bianco",88,Honda,four,76,"6855",1995/06/23,1996/04/17,1999/04/04
CG440PV,"Obertina","Ferrara",56,Volvo,six,106,"22470",1997/04/27,2010/02/06,2012/06/10
DG553AK,"Alderica","Grimaldi",54,Toyota,four,62,"6488",1998/01/05,2012/11/30,2016/02/18
AI643FW,"Fecondo","Mele",18,Toyota,four,112,"9538",2011/11/24,2014/01/06,2015/03/10
EZ716TB,"Angeletta","Volpe",85,Toyota,six,156,"15750",1992/02/29,2015/04/20,2015/08/18
AB014VN,"Bertrando","Moretti",38,Volvo,four,114,"22625",2011/06/23,2012/12/01,2014/10/24
BY206OQ,"Berardina","Moretti",64,Volvo,four,114,"13415",1989/12/24,2012/04/09,2014/06/16
EE757VP,"Violando","Baldi",49,Honda,four,76,"7295",2009/10/14,2010/09/24,2012/09/10
DU641MT,"Robertina","Ferrero",31,Volkswagen,four,52,"7775",2005/04/23,2008/07/06,2012/08/25
BF082HS,"Angelita","Piazza",87,Dodge,four,145,"12964",2002/02/16,2007/07/04,2010/05/10
EE414LJ,"Doro","Rossetti",22,Mitsubishi,four,88,"6989",2010/07/31,2014/06/28,2015/03/21
CO128JZ,"Mainardo","Piccolo",83,Isuzu,four,78,"6785",2012/03/15,2013/10/27,2014/10/28
DJ682YA,"Raimondi","Ricci",82,Honda,four,101,"12945",1995/11/13,1997/12/12,2009/12/04
BT632IH,"Regis","Moretti",52,Subaru,four,82,"9233",1991/05/01,2000/03/06,2015/11/23
ED082SI,"Evelisa","Mele",55,Audi,five,115,"17450",2008/06/04,2009/11/25,2013/04/08
AH204UM,"Finimola","Costa",54,Nissan,four,69,"6849",1998/07/31,2004/07/25,2005/07/03
EU306NJ,"Giancarlo","Piazza",76,Honda,four,86,"9095",1995/05/20,2012/10/27,2015/04/20
AE223GO,"Flavietta","Villani",41,Honda,four,86,"9095",2008/08/25,2009/08/19,2012/12/25
AH761CX,"Isauro","Grasso",39,Volkswagen,four,52,"7775",2002/05/04,2003/09/10,2014/04/03
EX628QK,"Luciano","Testa",60,Mazda,two,101,"13645",2003/10/15,2009/09/26,2009/09/28
DW766WV,"Cleo","Battaglia",23,Volkswagen,four,90,"9980",2008/03/13,2008/08/11,2013/12/15
CL503RV,"Antigona","Valente",57,Peugot,four,95,"17950",2008/11/03,2011/06/14,2014/05/20
EM273OX,"Florimondo","Conte",88,Mitsubishi,four,145,"14869",2004/07/19,2009/02/09,2012/05/01
BM733NP,"Nevi","De Simone",21,Mazda,two,135,"15645",2011/01/21,2011/09/22,2012/10/03
BI566CH,"Onesimo","Amato",29,Subaru,four,82,"9233",1989/05/16,1991/01/17,1994/11/17
ED230PY,"Siegfrid","Ricci",51,Mitsubishi,four,88,"8499",2005/03/30,2013/02/17,2016/04/19
CO731ST,"Ribella","Bianchi",45,Subaru,four,73,"7053",1989/03/31,2009/04/28,2009/08/27
EY825BJ,"Merigo","Sartori",43,Peugot,four,95,"16695",2005/07/09,2015/06/04,2015/06/09
AG762UM,"Filemone","Bruno",79,Nissan,four,69,"6649",1990/09/14,1997/01/27,2001/04/23
DX556RB,"Celina","Ceccarelli",24,Porsche,six,207,"32528",2010/08/26,2016/03/29,2016/04/12
DC480IC,"Fabbio","Perrone",81,Isuzu,four,90,"11048",2013/07/25,2015/11/03,2016/04/13
AD147QH,"Sina","Pellegrini",62,Toyota,six,161,"15998",1996/06/19,2011/04/28,2015/11/30
CU100SR,"Clori","Piras",58,Plymouth,four,68,"7609",1991/05/30,2014/05/25,2015/03/09
CO562UK,"Gerbino","Martino",24,Mercury,four,175,"16503",2009/07/27,2013/05/15,2013/08/06
CL428US,"Libertino","Santoro",24,Porsche,eight,288,"16500",2011/11/26,2016/01/15,2016/04/15
CQ411NW,"Geltrude","Montanari",87,Mercedes-benz,eight,184,"45400",2001/06/28,2001/09/16,2012/11/25
EC185VL,"Annetto","Calabrese",72,Volkswagen,four,52,"7775",2010/05/04,2012/06/29,2013/12/12
CN664XV,"Cirio","Poli",26,Toyota,four,70,"8238",1993/07/04,1993/08/30,1998/07/04
DC010VY,"Roma","Meloni",55,Subaru,four,82,"9233",1999/05/10,2013/04/11,2015/06/06
BJ600BP,"Medeo","Lorusso",85,Porsche,six,207,"32528",1996/02/09,1996/03/09,1999/01/02
BN125UW,"Aspromonte","Romeo",61,Volvo,four,114,"16515",1989/06/10,1990/01/29,1994/03/09
EN572MI,"Normando","Lorusso",80,Volkswagen,four,85,"8495",2012/12/26,2015/03/04,2015/08/02
EQ532MN,"Guidantonia","Volpe",50,Toyota,four,70,"8358",2004/07/22,2006/03/06,2010/02/16
EL582PB,"Anacleta","Sala",58,Honda,four,76,"7129",2010/07/04,2014/12/31,2015/05/14
AY165MI,"Fedina","Brambilla",49,Dodge,four,68,"7609",1990/09/17,2000/11/01,2010/09/14
EI384PZ,"Werter","De Angelis",69,Honda,four,86,"9095",1993/10/24,2004/03/31,2004/11/07
CG225XX,"Moraldo","Silvestri",29,Renault,four,68,"9895",1993/07/04,2014/05/19,2014/06/11
DR221CF,"Zaccaria","Battaglia",33,Nissan,four,69,"7499",1992/08/09,2005/12/24,2013/04/29
DR357YI,"Icilio","Ceccarelli",37,Mitsubishi,four,116,"9279",1989/03/08,2013/11/23,2015/07/30
DS768PD,"Saverio","Neri",68,Mitsubishi,four,88,"8499",2002/11/07,2005/02/10,2007/04/05
DK675QC,"Aquilino","Silvestri",64,Dodge,four,145,"12964",2009/07/14,2011/02/12,2016/04/19
CK337IB,"Ferminia","Guerra",20,Nissan,six,152,"13499",2001/11/06,2007/03/23,2008/08/15
DM061HD,"Faira","Grassi",50,Toyota,four,70,"7198",1994/06/20,1997/07/11,2012/12/10
AK655OJ,"Italina","Gargiulo",46,Subaru,four,82,"9233",1995/11/19,1995/12/20,2010/12/13
AO805ZK,"Epimenio","Ferro",42,Mitsubishi,four,88,"6989",1992/04/10,2001/10/06,2015/09/07
AQ548CV,"Deodata","Cavallo",68,Volvo,four,114,"16515",1990/01/20,2016/01/06,2016/04/19
EK072JX,"Scolastico","Cavallo",70,Volvo,four,160,"19045",1997/10/30,2005/11/12,2007/02/16
CL058WM,"Fiori","Colombo",89,Toyota,four,116,"9989",2005/11/20,2011/11/13,2015/01/29
EP622CN,"Atene","Pace",19,Plymouth,four,88,"8921",1996/09/22,2003/02/27,2014/09/23
CH858CS,"Redento","Guerra",28,Mitsubishi,four,88,"8189",1991/09/11,2015/05/22,2016/03/15
CV133UC,"Lenuccia","Lombardo",88,Mitsubishi,four,68,"6189",1994/07/23,2003/02/07,2012/08/01
BT748VZ,"Ruggeri","Cavallo",46,Alfa-romero,six,154,"16500",1993/02/06,2013/06/02,2014/05/31
BC746RW,"Parmenio","Caputo",56,Bmw,six,121,"21105",1993/09/19,2006/05/06,2015/12/09
BB400UG,"Amodio","Valentini",39,Volvo,four,114,"15985",2006/05/03,2008/04/19,2011/09/08
AM552YQ,"Redea","Piccolo",71,Toyota,four,112,"9538",2001/08/22,2011/02/25,2014/09/15
AL730GS,"Reparato","Calabrese",55,Bmw,four,101,"16925",2000/12/30,2008/07/16,2014/12/19
DO807MW,"Salva","Marini",23,Volkswagen,four,85,"8495",2004/06/15,2004/11/02,2006/07/07
AG426LI,"Ansperto","Ricci",38,Volkswagen,four,52,"7775",1993/09/19,2009/04/30,2010/03/17
EV333KY,"Fusco","Calabrese",61,Volvo,four,114,"15985",1993/11/26,2004/03/08,2012/08/03
CD750RD,"Geromino","Zanetti",74,Peugot,four,95,"13860",2009/02/19,2012/03/18,2014/04/29
DE633IK,"Una","Pastore",61,Saab,four,110,"15040",1999/01/07,2011/05/10,2013/04/17
CV173AV,"Pierandrea","Fontana",79,Subaru,four,82,"7463",2003/05/30,2011/09/13,2011/12/17
DE367ED,"Sestino","Mariani",23,Saab,four,110,"12170",2009/04/16,2012/02/27,2014/02/14
DV244PU,"Alcestina","Fiore",71,Toyota,four,70,"8058",1994/04/02,2011/10/29,2015/03/21
BK710LC,"Gaudenzia","Orlando",72,Volkswagen,four,52,"7995",1998/05/17,2005/09/07,2014/09/02
CZ583PD,"Azzurrina","Ruggiero",29,Honda,four,58,"6479",1992/10/15,2007/09/18,2008/08/12
DC703GE,"Libiana","Ruggeri",77,Honda,four,86,"10295",2007/11/04,2009/04/09,2011/10/22
CU323WT,"Quartilla","Costa",47,Volvo,four,114,"16515",1993/09/04,2016/01/19,2016/03/14
CU686MK,"Cafiera","Fabbri",42,Porsche,four,143,"22018",2006/07/18,2014/08/18,2014/08/21
EZ073BJ,"Giovita","Pellegrini",45,Audi,five,110,"18920",2006/11/07,2007/09/17,2009/02/02
EB207QW,"Maurillo","Franco",88,Toyota,four,70,"7198",2011/09/15,2012/09/10,2014/11/05
AX624ES,"Orga","Gallo",57,Dodge,four,68,"7609",2006/04/08,2008/08/19,2014/04/12
DC271RY,"Azia","Ferrero",55,Plymouth,four,68,"7609",2011/07/27,2013/04/04,2015/05/06
CK016FT,"Aloisa","Piccolo",66,Nissan,four,69,"7799",2001/01/18,2012/03/29,2016/01/12
BR725QW,"Pio","Conti",40,Toyota,four,70,"7738",2008/05/18,2014/12/14,2015/04/21
DF682TG,"Geromino","Brambilla",72,Volvo,four,114,"22625",1992/02/14,1998/02/16,2015/06/03
DU410KM,"Santola","Castelli",89,Plymouth,four,68,"5572",2002/11/14,2005/07/17,2011/06/24
CC133MP,"Appia","Russo",71,Mercedes-benz,five,123,"28176",2007/08/09,2010/12/04,2011/11/09
DL528RW,"Ostelia","Leone",66,Toyota,four,70,"6938",1993/08/02,1997/05/26,1998/04/08
BS260IK,"Ina","Ferretti",33,Honda,four,76,"7129",2001/04/14,2009/09/14,2010/03/07
BM786HW,"Artimino","Baldi",45,Nissan,six,200,"19699",2001/10/03,2010/09/25,2013/12/01
CN520NK,"Fermilde","Palumbo",74,Peugot,four,97,"16630",1992/05/20,1994/05/09,2001/09/29
DZ626SB,"Olavio","Messina",45,Mazda,four,72,"18344",2008/11/07,2014/09/19,2015/07/08
AL515EM,"Marsilia","Sorrentino",73,Nissan,six,160,"17199",2007/10/22,2008/06/12,2012/05/01
BJ612IK,"Carluccio","Esposito",31,Dodge,four,102,"7957",2011/11/26,2014/11/27,2015/08/08
CG863ZH,"Rondello","Palmieri",69,Toyota,four,62,"6338",2007/03/26,2008/02/10,2010/07/08
AS883IJ,"Rufo","Rossi",43,Mercedes-benz,five,123,"28248",2001/10/30,2009/01/19,2014/08/02
BX854JB,"Parsifal","Fontana",50,Plymouth,four,68,"6692",2010/08/17,2012/11/15,2015/03/09
EW412GR,"Ramiro","Piazza",85,Porsche,six,207,"32528",1995/05/21,1999/07/14,2013/01/08
BL173LF,"Laerte","Marchi",24,Honda,four,76,"7295",2002/02/07,2012/04/03,2015/03/08
DC073BC,"Gigliola","Giuliani",41,Volkswagen,four,90,"11595",1989/05/31,1991/03/22,2011/04/03
CY762RW,"Ermenegildo","Testa",76,Mercedes-benz,eight,155,"35056",2002/04/07,2008/12/10,2009/12/06
BM830TM,"Fernanda","Esposito",26,Dodge,four,68,"6377",2011/11/18,2013/05/03,2015/05/21
AS303IN,"Olea","Guerra",77,Subaru,four,82,"7775",2009/12/16,2015/10/13,2015/10/17
AC565UI,"Romolo","Ruggeri",43,Jaguar,twelve,262,"36000",1988/12/25,2007/03/20,2014/10/14
BP245EW,"Sperindio","De Simone",21,Volkswagen,four,52,"7995",1998/07/02,2007/08/08,2012/10/06
AH010ZG,"Gisulfo","Fiore",78,Volvo,six,106,"22470",1997/09/15,2008/01/10,2014/04/19
BL606XL,"Respicio","Carbone",59,Volvo,four,114,"16515",1994/07/12,2012/06/30,2012/08/08
CC457CB,"Contrano","Testa",61,Bmw,six,182,"41315",1996/03/02,2005/09/13,2013/08/13
EE622BO,"Vitantonio","Pinna",55,Toyota,four,92,"11248",1989/07/04,2003/02/22,2008/02/07
EV388LP,"Finizia","Costa",30,Subaru,four,69,"5118",1998/12/23,2011/01/07,2013/01/07
CS425JL,"Masiero","Ferro",74,Bmw,six,182,"36880",2013/04/26,2015/05/21,2015/06/28
CK232DG,"Germania","Fusco",55,Honda,four,76,"7295",2011/12/18,2016/04/04,2016/04/06
CN753EQ,"Brunone","Ricciardi",23,Nissan,four,69,"8249",2009/07/03,2014/09/21,2016/03/31
CB827YE,"Armelinda","Vitali",30,Nissan,four,69,"5499",2011/06/11,2012/12/17,2014/04/26
EB186DQ,"Imelda","Galli",55,Mercedes-benz,five,123,"31600",1996/11/01,2011/09/24,2013/06/12
AV538AT,"Veneto","Esposito",48,Mercury,four,175,"16503",1993/11/29,2008/08/22,2011/08/01
DQ118WT,"Velledo","Poli",37,Volvo,four,114,"16515",2012/05/22,2013/02/06,2015/09/06
CC665DZ,"Aiace","Ferro",86,Volvo,four,162,"18950",2007/05/12,2012/08/15,2013/05/05
CJ414BU,"Nevia","Montanari",25,Bmw,six,121,"21105",1992/06/09,2000/02/19,2005/05/06
DT253OI,"Aristea","Messina",37,Bmw,six,182,"41315",2003/06/09,2005/09/17,2011/05/20
CJ078BT,"Maggiolino","Vitali",24,Honda,four,86,"7895",2004/01/30,2008/11/30,2010/09/15
EV335CC,"Chiarastella","De Luca",45,Volkswagen,four,68,"13845",2010/11/10,2015/10/18,2016/01/10
AX611PE,"Adiuto","Mele",24,Subaru,four,111,"11259",1992/03/05,2014/05/15,2015/04/24
CU786NA,"Getullio","Ruggeri",86,Dodge,four,102,"7957",2012/03/24,2012/06/24,2015/03/09
BQ784EF,"Assunto","Leone",56,Peugot,four,95,"17075",2006/06/09,2015/05/29,2015/06/22
CQ571WK,"Nanni","Perrone",26,Volvo,four,114,"15985",1996/10/24,2005/11/16,2014/04/29
DI837HE,"Mimma","De Simone",79,Saab,four,160,"18150",1997/07/09,2004/03/21,2016/02/23
CE405XR,"Africana","Martini",72,Renault,four,68,"9895",1998/03/31,2006/04/13,2010/03/12
CU300BI,"Parisa","Mazza",52,Toyota,four,92,"10898",1995/07/26,2014/05/01,2014/09/10
AG265EE,"Fiorenda","Grassi",80,Toyota,six,156,"15690",1990/07/02,1997/06/21,1997/09/28
CS574GU,"Roboano","Guerra",28,Saab,four,110,"11850",1991/05/28,2012/07/21,2012/09/18
AZ350GM,"Germana","Ruggiero",79,Mazda,two,101,"11845",1991/08/06,2014/12/02,2015/03/17
AF541QT,"Asteria","Brambilla",42,Mitsubishi,four,68,"5389",2000/11/09,2004/10/02,2015/05/23
BL255AE,"Giustina","Pellegrini",60,Peugot,four,95,"17950",2004/03/13,2008/10/23,2013/08/30
DM763BC,"Deanna","Monaco",40,Dodge,four,145,"12964",2004/10/30,2013/01/26,2013/03/20
EZ744FJ,"Fioretto","Bianco",79,Dodge,four,68,"6692",1998/12/04,2002/12/09,2012/10/19
CS671EW,"Cisa","Pellegrino",81,Volvo,four,114,"12940",2010/09/05,2015/07/17,2016/03/10
CT342DB,"Polito","Pace",88,Peugot,four,95,"13860",2005/03/03,2013/02/14,2013/02/21
EU870JH,"Fiorana","Gallo",89,Volkswagen,four,100,"9995",1988/12/30,2001/10/27,2007/04/30
CC824OA,"Ermengardo","Coppola",64,Nissan,four,69,"7299",1995/10/19,2009/01/19,2012/11/20
BP566UB,"Procopio","Valentini",27,Toyota,four,116,"11199",2013/05/23,2014/05/09,2016/02/22
AY401HJ,"Fiona","Grimaldi",86,Bmw,four,101,"16430",2009/07/20,2012/12/07,2014/01/03
AR357HP,"Oreno","Milani",81,Nissan,four,69,"7349",2013/03/27,2013/04/07,2015/01/21
CU288QB,"Oberdano","Silvestri",62,Honda,four,86,"9095",1998/04/04,2002/10/19,2014/08/13
EY566UY,"Fiormaria","Rinaldi",79,Toyota,four,112,"9298",1995/12/04,2006/11/19,2012/03/01
DR063TB,"Eufrosina","Mazza",84,Mazda,two,101,"13645",1988/12/18,2003/10/06,2006/01/26
EI540UL,"Callista","Greco",54,Porsche,six,207,"32528",1994/08/22,1994/10/15,1997/03/03
CX825CP,"Nanna","Proietti",31,Toyota,four,70,"8358",1995/05/12,2010/04/22,2013/04/18
DO235HG,"Alvisia","Sartori",55,Mercedes-benz,eight,184,"45400",1989/05/21,2008/02/10,2010/03/31
BH357MJ,"Niccolino","Di Stefano",60,Mazda,four,84,"8845",1990/06/23,2010/01/12,2014/07/22
EH406SV,"Guidone","Gallo",29,Mazda,four,68,"6095",1989/02/06,2011/09/16,2012/01/10
BG471DA,"Ondedo","Sorrentino",76,Chevrolet,four,70,"6295",2012/06/21,2014/08/08,2014/11/27
EV065XJ,"Omaro","Martino",26,Saab,four,110,"12170",1991/06/03,1995/07/15,2009/05/03
BM003HP,"Carisio","Morelli",73,Toyota,six,161,"15998",2002/07/19,2011/04/10,2013/09/08
CM105BS,"Miledi","Longo",24,Plymouth,four,68,"6229",1996/01/17,2005/10/21,2008/04/14
BW610VM,"Elvirina","Moro",39,Plymouth,four,68,"6692",2008/01/09,2011/01/05,2015/03/21
CW165CY,"Eldo","Gallo",42,Dodge,four,68,"6377",1999/07/19,2008/08/31,2015/11/20
BA475BW,"Cenzella","Ferrari",88,Dodge,four,102,"8558",1992/04/13,1999/02/06,2008/09/15
AF815JP,"Elfino","Lombardi",80,Saab,four,160,"18620",1997/02/22,2007/03/13,2010/02/08
CF543LF,"Edilia","Albanese",33,Bmw,four,101,"16430",1997/09/20,2011/12/22,2014/03/16
ES477TS,"Dema","Villa",27,Mitsubishi,four,145,"14489",2007/01/17,2009/05/07,2011/06/26
CE434OL,"Lidano","Villa",54,Saab,four,160,"18150",1998/08/04,2005/09/02,2009/02/03
EV707JU,"Ivardo","Amato",53,Dodge,four,145,"12964",1989/09/23,1995/02/06,2007/03/28
EJ707HP,"Massimino","Ruggiero",22,Mazda,four,84,"8495",2001/07/07,2006/09/02,2010/12/29
EX408CI,"Guidetta","Morelli",57,Toyota,four,70,"8238",2008/06/19,2015/06/08,2015/11/04
BJ621GB,"Clino","Colombo",45,Audi,five,110,"15250",2008/01/19,2008/06/13,2009/10/18
BW554HH,"Amanzia","Amato",42,Bmw,six,182,"30760",2005/12/31,2010/10/23,2013/08/14
CV660JP,"Grimaldo","Cavallo",36,Isuzu,four,70,"16500",2009/07/14,2013/07/03,2016/02/02
AB014JW,"Avanti","Ricci",20,Porsche,six,207,"37028",1989/10/31,1991/06/27,2008/09/11
AY567RM,"Pisana","Antonelli",36,Mazda,four,72,"18344",1995/07/16,1999/06/29,2000/10/28
DO202LT,"Cupido","Grassi",54,Toyota,six,156,"15750",2005/11/12,2015/11/13,2016/02/21
AC306ZK,"Oriemma","Pepe",37,Toyota,four,116,"9639",2007/07/20,2013/04/21,2015/03/01
DP237YT,"Giangaleazzo","Ferrero",54,Porsche,six,207,"37028",2007/03/28,2013/04/30,2014/02/25
AI160BM,"Cristoforo","Pinna",45,Dodge,four,68,"5572",2001/09/24,2007/09/10,2011/01/24
EC873ON,"Lilla","Perrone",87,Saab,four,110,"11850",1989/01/13,2009/11/19,2015/05/27
CH065WH,"Umbrio","Bellini",68,Nissan,four,55,"7099",2003/02/16,2014/06/01,2015/12/13
DQ632GB,"Livenza","Benedetti",71,Peugot,four,95,"17950",2002/07/04,2011/05/27,2014/12/31
EC445ST,"Amante","Monti",62,Nissan,four,55,"7099",1993/03/14,1996/11/08,1999/10/14
DO435HG,"Bastiano","Santoro",37,Mazda,four,84,"11245",1996/08/02,1999/07/24,2002/03/31
DO451NZ,"Leone","Calabrese",41,Nissan,four,69,"6849",1999/09/08,2010/04/17,2013/09/23
AC415EH,"Mimi","Conte",85,Bmw,four,101,"16430",2012/12/16,2015/10/21,2015/12/21
AO780SY,"Nive","Esposito",52,Toyota,four,116,"11549",2001/03/14,2005/02/01,2005/04/03
BQ726GE,"Salvino","Poli",76,Volvo,four,114,"22625",2013/01/29,2014/07/17,2014/08/04
CB473IP,"Ermana","De Santis",37,Nissan,four,69,"7499",1996/08/12,1999/07/06,2009/12/19
DW546FQ,"Fulgo","Pastore",74,Mazda,two,101,"11845",1996/05/12,2002/06/14,2016/01/31
BT358HD,"Brizia","Monaco",54,Volkswagen,four,90,"9980",2008/12/06,2014/07/12,2015/09/11
EW367KF,"Rosvalda","Moro",80,Nissan,four,69,"7499",2003/06/15,2010/06/02,2014/02/09
EG052HO,"Finalbo","Donati",20,Isuzu,four,70,"16500",2008/03/14,2011/06/30,2014/07/09
DF652ZI,"Raimondino","Greco",44,Toyota,four,73,"10698",1991/02/02,2004/07/23,2006/05/05
CB107LT,"Concordio","Marchetti",77,Honda,four,76,"7129",1991/03/13,1992/11/30,2002/01/25
CC868BB,"Erminia","Villani",65,Audi,five,110,"15250",1996/08/24,2011/10/18,2012/10/11
DX402KP,"Ottocaro","Sanna",63,Honda,four,101,"12945",2010/12/05,2014/01/26,2014/11/16
